@relation amazonReview
@attribute "e" numeric
@attribute "t" numeric
@attribute "a" numeric
@attribute "o" numeric
@attribute "i" numeric
@attribute "s" numeric
@attribute "n" numeric
@attribute "r" numeric
@attribute "h" numeric
@attribute "l" numeric
@attribute "d" numeric
@attribute "c" numeric
@attribute "u" numeric
@attribute "m" numeric
@attribute "f" numeric
@attribute "g" numeric
@attribute "y" numeric
@attribute "p" numeric
@attribute "w" numeric
@attribute "b" numeric
@attribute "v" numeric
@attribute "k" numeric
@attribute "x" numeric
@attribute "j" numeric
@attribute "z" numeric
@attribute "q" numeric
@attribute class {Agresti, Ashbacher, Auken, Beauchamp, Blankenship, Brody, Brown, Bukowsky, CFH, Calvinnme, Chachra, Chandler, Chell, Cholette, Comdet, Corn, Cruiser, Cutey, Daneman, Davisson, Dent, Duff, Engineer, Goonan, Grove, Harp, Hayes, Janson, Johnson, Koenig}
@data
148,147,133,105,135,108,95,78,78,60,60,44,38,41,29,25,23,26,22,15,17,8,3,0,1,0,Goonan
169,135,108,105,143,115,102,65,69,76,47,51,36,32,35,23,28,29,24,26,15,16,4,0,0,1,Goonan
126,112,113,109,123,79,96,89,62,45,40,30,41,36,28,17,20,39,21,20,14,7,3,2,1,3,Goonan
137,139,113,123,147,89,100,83,60,48,54,50,52,34,29,30,36,22,21,14,15,4,8,1,1,1,Goonan
169,129,109,105,103,89,72,75,63,62,44,46,40,26,35,25,30,33,18,14,19,10,6,3,0,3,Goonan
120,131,99,142,115,87,101,80,54,53,38,30,42,17,33,43,18,27,21,26,8,15,4,0,3,5,Goonan
150,117,103,85,116,89,100,78,89,58,41,29,26,30,37,26,26,30,15,12,27,3,1,1,0,1,Goonan
116,96,86,102,88,80,75,63,56,36,35,42,35,31,28,16,26,16,18,17,18,11,5,0,0,1,Goonan
117,126,126,131,127,104,87,63,47,63,43,42,32,25,22,32,34,43,24,16,19,14,4,8,17,0,Goonan
119,84,76,77,72,54,70,56,40,35,36,20,27,22,22,17,17,17,17,15,14,10,3,0,2,1,Goonan
115,97,94,80,108,81,84,69,71,46,36,25,19,24,27,28,23,20,17,19,19,1,4,3,1,1,Goonan
115,107,136,97,107,78,82,85,71,46,60,48,32,28,19,20,25,21,29,6,17,24,0,4,0,1,Goonan
97,98,75,70,82,64,52,47,41,33,37,28,25,27,19,20,13,22,13,13,12,3,1,0,0,0,Goonan
123,116,93,79,111,72,76,63,44,46,40,29,32,31,14,20,26,23,20,8,27,8,2,1,0,1,Goonan
98,77,68,70,95,68,67,64,45,33,23,21,24,18,19,19,19,17,21,17,12,14,1,1,2,1,Goonan
179,146,141,102,129,95,96,76,76,78,50,57,40,30,35,34,37,46,29,11,20,11,6,2,1,2,Goonan
95,89,71,87,90,70,77,57,42,21,22,26,17,19,20,24,13,19,15,16,12,16,0,0,1,0,Goonan
169,151,112,105,128,101,80,70,75,37,41,40,39,33,33,28,26,36,20,17,19,12,5,2,2,1,Goonan
151,126,92,122,125,97,75,70,59,66,32,44,32,40,33,16,31,34,17,19,16,15,2,0,1,0,Goonan
98,97,75,89,87,65,69,51,48,28,36,25,29,17,15,24,19,21,14,17,14,15,0,1,0,2,Goonan
102,104,73,73,70,54,52,48,49,51,30,24,22,26,22,23,22,25,10,14,10,10,2,0,0,1,Goonan
99,94,86,82,66,69,75,63,40,32,44,25,32,12,25,20,12,18,21,15,8,11,2,3,3,0,Goonan
106,95,69,82,94,59,66,50,50,28,33,28,30,18,16,21,19,17,13,12,17,8,1,1,2,2,Goonan
119,120,73,80,108,84,70,52,70,65,29,21,35,23,17,18,26,28,17,31,11,9,3,0,0,3,Goonan
33,34,27,19,31,26,14,26,15,30,6,6,24,8,17,11,8,2,5,19,6,0,1,1,0,1,Grove
35,38,28,21,21,25,16,20,21,20,6,3,15,9,12,10,5,3,7,11,8,1,3,0,0,0,Grove
58,64,43,33,42,39,33,26,23,32,12,10,21,14,13,11,8,2,15,9,4,6,2,0,0,1,Grove
152,126,96,105,91,86,75,80,69,44,46,57,37,27,27,23,25,22,20,18,12,20,2,0,2,1,Grove
144,136,95,96,102,97,105,70,76,53,41,26,33,25,30,38,18,18,28,30,8,5,2,1,0,1,Grove
138,97,68,77,59,74,61,60,50,50,40,32,32,20,19,18,37,16,10,18,8,7,4,4,0,0,Grove
110,94,73,97,71,47,75,71,45,30,41,20,28,19,21,29,25,10,28,15,5,10,0,3,0,1,Grove
154,99,83,115,80,69,88,74,52,47,47,34,39,28,27,24,23,24,28,14,15,17,2,1,2,2,Grove
143,106,126,101,96,112,91,85,73,63,64,33,40,33,35,32,20,32,26,17,20,7,4,5,2,1,Grove
91,88,53,66,72,49,53,40,38,35,33,24,25,24,21,19,11,15,15,9,5,2,3,1,0,0,Grove
64,63,65,59,41,47,52,43,26,35,17,17,19,13,24,11,10,7,14,9,1,5,4,1,0,0,Grove
122,139,89,91,98,68,75,44,50,50,50,29,28,24,19,22,20,32,29,18,14,9,3,2,1,2,Grove
152,108,83,117,73,76,68,78,53,53,28,44,48,25,34,20,35,25,15,19,8,16,9,4,2,0,Grove
118,112,75,93,84,73,65,70,41,55,32,29,25,25,34,11,23,23,14,12,5,13,2,3,3,2,Grove
95,58,51,29,40,51,41,39,18,26,17,22,16,16,19,7,11,9,7,8,11,1,2,0,2,2,Grove
193,141,127,140,79,91,80,86,68,56,54,37,46,38,27,25,31,45,27,20,26,18,2,1,2,2,Grove
137,102,103,95,90,78,74,65,37,51,53,57,38,27,39,27,23,33,21,18,11,18,1,1,3,3,Grove
205,144,120,105,121,92,95,84,83,66,53,39,33,32,44,30,30,32,25,37,16,10,2,3,1,3,Grove
170,108,104,106,73,86,72,87,72,48,41,55,26,23,16,19,23,12,38,30,4,40,2,5,5,0,Grove
119,112,104,89,84,79,74,74,52,47,38,29,28,28,30,27,26,21,23,19,7,8,4,0,2,2,Grove
85,81,53,60,54,52,46,26,40,37,26,17,21,17,13,11,14,12,11,16,11,3,1,2,1,0,Grove
28,36,36,25,32,34,22,14,18,19,13,12,11,9,8,14,4,8,4,7,2,2,0,0,1,1,Grove
52,41,44,32,26,36,42,25,18,22,16,7,23,10,13,8,23,6,7,8,2,4,1,2,2,0,Grove
178,145,122,96,100,86,107,91,79,66,50,50,46,27,28,35,37,36,19,19,15,11,4,0,0,3,Grove
134,112,97,112,102,76,82,81,76,55,53,40,31,34,34,25,30,19,16,21,18,14,2,1,1,0,Grove
135,129,81,73,97,74,87,64,58,38,44,30,28,25,17,26,21,19,23,14,10,6,2,6,0,0,Grove
60,54,49,49,51,36,45,31,23,35,24,13,19,21,14,10,17,14,8,10,5,2,0,0,2,1,Grove
127,137,124,97,107,76,88,70,68,56,42,41,26,27,29,30,22,29,28,21,10,14,1,5,2,1,Grove
113,111,118,92,98,80,95,76,60,63,47,33,29,22,33,30,25,20,17,14,11,13,2,3,4,2,Grove
169,133,109,81,99,75,84,83,66,57,45,28,36,34,37,30,29,24,18,17,15,19,3,2,0,0,Grove
186,144,128,116,125,103,106,88,84,70,65,32,38,29,38,28,25,31,29,15,17,12,1,0,5,0,Grove
150,150,105,156,72,80,88,94,73,54,45,33,71,28,32,41,47,27,28,23,12,26,2,5,2,0,Grove
194,128,115,110,117,97,100,88,82,54,68,41,36,39,37,35,29,23,19,26,20,16,1,6,0,1,Grove
162,135,94,124,107,97,83,67,81,63,49,45,46,31,23,23,33,29,22,19,14,27,5,1,0,2,Grove
130,99,83,78,71,66,81,54,59,46,45,31,40,27,23,23,17,16,19,10,15,7,2,0,0,2,Grove
145,122,127,120,82,100,102,83,70,40,57,36,32,54,28,36,26,28,25,25,7,11,1,2,0,0,Grove
185,121,98,103,93,84,85,75,80,70,45,38,32,31,24,29,27,18,27,22,17,5,7,0,3,1,Grove
176,158,121,102,115,106,92,85,84,54,47,40,31,26,41,29,29,25,24,27,13,16,5,0,1,0,Grove
122,103,77,57,55,61,65,56,46,55,38,28,36,19,21,13,21,23,10,17,10,5,4,0,0,0,Grove
159,117,104,109,108,97,99,88,78,63,36,41,35,25,31,37,32,26,25,17,13,7,4,2,2,2,Grove
115,79,61,74,73,67,57,51,53,39,27,31,35,24,28,21,20,20,20,13,12,5,2,1,2,0,Grove
158,119,95,83,103,65,88,69,67,48,48,41,38,24,22,20,12,13,27,13,16,11,2,3,0,2,Grove
124,85,72,74,70,68,48,60,46,54,36,23,18,23,14,13,17,12,17,27,8,9,1,1,1,1,Grove
161,123,119,104,87,91,77,82,76,59,58,34,46,24,35,35,25,27,25,26,21,9,3,0,0,0,Grove
174,122,114,97,90,97,91,81,70,75,49,25,40,26,34,22,21,25,40,24,23,17,3,3,0,0,Grove
178,126,114,108,100,83,84,89,70,74,49,39,39,33,40,27,27,15,24,22,12,12,3,3,1,0,Grove
83,67,54,40,60,48,41,31,42,36,29,17,14,12,22,16,13,10,19,7,11,4,5,1,0,0,Grove
155,112,104,75,86,92,65,74,68,55,62,36,39,22,32,27,26,21,21,17,10,12,1,1,0,1,Grove
129,80,62,79,54,70,68,50,41,33,25,22,19,32,19,21,20,28,9,12,13,5,0,4,1,0,Grove
123,96,72,71,75,60,70,52,50,45,35,29,28,27,22,15,21,18,24,15,12,7,0,4,2,2,Grove
30,26,24,15,21,19,28,19,9,6,11,10,8,3,7,9,7,10,3,3,0,1,2,1,1,0,Harp
160,116,105,122,99,100,105,93,81,49,39,42,28,40,43,23,16,30,25,20,19,16,3,5,1,0,Harp
167,141,125,96,117,90,107,99,73,65,47,32,34,43,44,25,19,23,15,22,18,11,1,9,2,2,Harp
139,105,108,120,99,91,104,79,68,51,59,35,28,42,40,31,18,31,25,21,9,8,1,3,0,0,Harp
169,156,123,99,139,108,106,106,76,77,48,30,38,41,48,32,34,12,30,30,16,7,0,4,1,0,Harp
167,141,125,96,117,90,107,99,73,65,47,32,34,43,44,25,19,23,15,22,18,11,1,9,2,2,Harp
185,149,110,106,93,75,90,95,68,62,46,31,29,28,33,25,28,25,30,18,16,7,3,1,1,2,Harp
189,120,124,92,114,110,86,112,79,77,53,42,44,27,37,32,40,39,24,25,20,5,3,3,0,3,Harp
189,141,122,132,140,117,106,89,100,56,59,28,39,36,52,39,40,25,29,26,16,15,2,4,2,0,Harp
130,102,115,81,70,81,71,84,55,41,48,28,32,28,21,19,25,21,17,20,15,13,2,1,0,1,Harp
142,117,123,114,116,100,110,107,72,60,36,52,33,40,42,31,32,32,29,12,17,13,3,4,1,3,Harp
178,158,129,121,122,92,122,116,99,60,53,57,31,38,36,31,28,37,27,17,17,6,1,3,0,3,Harp
170,126,107,92,97,79,96,77,95,58,42,55,30,26,29,30,33,33,16,25,11,6,3,3,6,0,Harp
142,98,90,100,73,74,61,78,73,44,45,34,31,21,26,17,17,34,21,21,10,15,0,4,1,1,Harp
162,121,161,107,137,96,129,86,76,71,65,41,29,38,38,34,30,41,26,21,13,7,0,5,4,1,Harp
145,125,95,102,90,76,95,89,60,56,43,46,43,33,40,24,26,17,15,24,13,5,0,6,0,3,Harp
182,149,105,109,108,79,96,80,92,57,38,41,50,29,30,33,20,23,21,26,7,10,1,5,0,8,Harp
114,87,84,66,70,80,69,63,44,47,35,21,33,29,21,31,18,14,19,15,8,9,6,2,1,0,Harp
162,122,106,102,110,120,96,102,84,64,34,45,33,47,29,44,27,27,22,21,8,4,3,2,0,1,Harp
204,141,123,108,106,103,103,96,90,58,52,54,31,38,36,29,19,44,25,21,18,8,4,3,2,5,Harp
230,182,145,128,125,122,108,99,93,92,55,43,36,53,38,30,26,34,37,26,19,10,6,2,2,1,Harp
100,81,64,74,55,65,48,61,44,25,30,21,22,29,22,16,12,29,12,9,7,12,1,1,1,0,Harp
174,118,109,93,93,95,93,96,68,57,54,40,33,38,35,37,25,28,31,28,14,7,0,4,3,0,Harp
155,132,133,107,122,98,97,95,63,63,42,46,29,39,26,32,24,43,17,15,16,7,2,1,1,2,Harp
157,127,119,116,122,94,94,92,63,61,50,65,39,32,34,29,25,19,14,24,15,2,1,1,2,2,Harp
89,84,65,60,74,55,68,72,45,35,26,35,27,26,15,16,9,10,10,9,10,3,1,0,4,4,Harp
97,65,68,65,66,66,69,54,36,41,31,31,25,27,22,21,19,18,17,13,8,9,1,1,0,0,Harp
166,111,94,101,100,93,103,99,62,41,50,44,36,35,40,30,21,28,19,21,11,7,3,3,4,0,Harp
120,87,87,63,66,61,64,64,48,47,29,36,16,21,22,14,22,15,22,19,7,6,2,1,2,1,Harp
138,104,100,87,74,93,87,76,62,43,36,40,35,19,19,37,13,15,15,22,7,11,0,0,2,3,Harp
142,133,122,102,75,102,86,86,81,48,48,40,42,24,43,23,22,13,14,23,8,14,2,5,2,0,Harp
142,107,107,94,104,95,80,88,73,64,54,53,27,33,38,26,33,25,28,20,11,9,1,6,0,0,Harp
133,129,124,98,122,124,100,90,65,63,45,34,35,43,34,34,34,23,18,23,11,14,0,6,4,1,Harp
127,71,89,92,71,79,73,86,51,50,44,36,20,28,23,10,14,24,14,23,6,5,1,2,0,3,Harp
121,66,69,75,69,83,65,78,43,44,32,36,18,34,35,15,18,15,13,12,10,5,0,2,0,0,Harp
134,101,75,90,91,88,74,59,64,47,33,35,21,29,27,18,13,24,28,12,12,8,5,5,0,0,Harp
234,160,163,117,132,140,113,134,97,63,59,62,49,45,40,26,30,34,26,21,27,8,4,4,3,0,Harp
160,127,111,101,115,101,94,85,98,58,45,52,28,45,39,33,23,30,23,14,8,8,1,0,2,2,Harp
124,111,121,89,95,83,74,78,68,47,34,41,31,16,35,22,24,34,16,18,15,9,4,3,0,2,Harp
205,133,126,131,126,123,123,108,80,77,48,46,36,49,51,54,34,56,24,26,8,11,1,1,9,0,Harp
221,150,126,117,117,122,117,107,96,61,50,33,27,28,33,40,30,21,21,33,30,11,0,7,1,1,Harp
161,154,120,116,133,113,99,93,91,67,54,50,38,28,29,35,28,17,23,23,22,11,4,1,0,2,Harp
160,99,112,86,96,99,103,77,73,73,48,55,37,27,24,27,21,36,14,21,15,5,3,0,1,2,Harp
119,92,77,73,45,58,54,54,51,39,33,29,25,19,25,15,21,28,14,18,7,8,0,0,0,0,Harp
156,124,105,110,112,118,113,91,65,52,38,40,46,59,33,36,26,25,22,20,9,20,5,3,0,2,Harp
134,136,97,102,114,88,74,80,62,50,52,36,42,30,24,23,28,34,33,26,12,11,2,4,0,1,Harp
179,119,117,92,86,111,84,86,87,52,44,36,25,48,31,20,23,27,27,21,8,5,2,6,3,2,Harp
234,149,111,106,98,111,113,137,97,38,56,48,36,41,32,22,29,27,21,25,26,6,2,2,0,1,Harp
127,90,66,99,59,79,76,76,52,42,37,34,17,25,17,22,25,24,18,21,11,6,3,7,0,0,Harp
147,132,107,77,81,67,83,83,74,41,40,30,30,28,21,22,19,17,23,19,21,8,2,2,0,0,Harp
132,65,59,58,64,63,58,73,35,34,38,34,18,28,22,21,5,14,15,10,14,5,2,1,2,0,Hayes
173,134,118,106,109,105,73,99,66,54,41,53,42,23,37,22,20,34,16,17,18,3,2,2,6,1,Hayes
176,124,140,87,95,102,96,102,67,69,54,39,45,20,33,21,19,27,22,20,24,12,2,1,1,1,Hayes
83,60,59,57,42,47,37,50,36,39,19,16,19,14,14,7,18,6,15,26,9,7,1,0,0,1,Hayes
118,97,80,72,66,46,69,71,56,30,48,14,25,22,16,26,16,23,15,22,10,8,0,0,0,0,Hayes
110,77,77,67,65,70,53,64,55,37,34,24,26,22,23,17,13,9,16,16,12,8,2,4,1,1,Hayes
121,94,74,92,87,80,68,64,47,41,39,21,30,14,23,21,21,20,18,29,10,15,1,1,1,1,Hayes
169,117,112,113,103,101,83,80,87,98,63,39,33,37,37,38,38,24,19,13,15,8,2,2,5,1,Hayes
115,90,88,72,82,87,60,63,64,52,40,36,24,20,26,11,19,18,20,23,6,9,1,1,1,0,Hayes
101,67,78,64,54,66,52,65,42,40,39,15,28,14,16,25,19,24,14,13,7,6,1,1,0,0,Hayes
163,111,97,113,90,96,85,91,75,51,62,33,36,43,37,31,25,26,10,15,5,17,4,1,0,0,Hayes
79,51,56,56,36,50,34,45,40,36,29,15,16,8,17,9,11,13,12,12,2,2,2,0,0,1,Hayes
161,108,109,84,101,86,86,79,67,63,45,40,26,35,42,22,19,16,20,18,23,3,0,1,2,1,Hayes
121,104,81,81,89,79,78,64,59,40,41,37,27,23,25,15,22,20,10,17,13,4,1,1,2,0,Hayes
135,108,97,76,95,69,82,77,58,42,27,46,32,29,24,32,15,19,9,17,17,18,1,2,0,1,Hayes
179,108,105,111,117,94,96,117,85,74,74,45,43,38,37,39,29,29,24,22,10,4,2,0,1,0,Hayes
156,119,118,97,93,99,94,89,84,68,56,35,37,37,22,39,27,21,22,18,9,3,1,3,2,1,Hayes
125,100,71,68,81,68,59,91,66,40,30,19,31,17,21,21,12,14,21,22,12,13,1,3,0,2,Hayes
123,96,107,109,90,95,82,63,58,57,53,40,29,21,28,32,32,19,20,19,11,10,1,1,0,0,Hayes
117,73,80,76,70,54,59,77,53,44,42,29,23,21,21,25,26,15,14,18,11,6,3,3,0,0,Hayes
137,90,100,80,79,78,55,67,61,67,50,36,32,17,24,25,27,20,17,34,11,10,1,5,0,2,Hayes
85,78,90,60,68,51,43,39,42,68,43,33,20,18,17,10,14,17,16,16,8,3,4,1,0,0,Hayes
78,57,47,49,48,49,42,34,25,27,24,21,17,14,10,9,11,13,11,13,10,5,0,0,1,2,Hayes
195,140,152,131,132,106,116,106,100,73,68,51,39,38,37,37,37,29,33,18,30,21,2,0,3,5,Hayes
94,77,55,57,57,64,41,58,45,48,32,32,17,18,19,9,12,9,10,14,5,8,0,0,1,1,Hayes
98,80,63,64,58,73,46,53,49,45,31,32,22,18,15,17,12,13,15,16,7,11,2,1,1,1,Hayes
139,107,93,61,72,79,46,75,66,44,39,21,21,27,21,16,13,41,29,12,3,14,0,1,3,0,Hayes
89,71,45,64,40,39,34,48,43,47,30,18,18,14,19,13,21,11,9,15,5,4,0,1,0,1,Hayes
108,83,98,65,77,87,70,67,53,32,49,35,23,29,15,15,20,13,20,12,9,12,2,1,1,0,Hayes
156,77,94,91,89,94,74,68,47,46,43,57,24,27,26,15,17,30,16,27,13,26,1,0,3,3,Hayes
136,104,94,82,87,90,62,99,58,47,36,44,25,62,40,14,19,18,15,17,8,7,0,1,0,2,Hayes
150,144,145,100,112,120,110,83,88,60,45,34,45,41,31,51,38,24,17,14,12,6,0,1,1,1,Hayes
130,92,76,74,84,69,73,72,49,46,48,16,22,20,30,18,16,23,16,19,10,19,2,2,4,1,Hayes
133,80,69,71,77,88,73,58,58,47,39,27,26,16,20,31,11,25,14,19,11,9,2,2,1,0,Hayes
162,103,107,87,86,87,94,84,77,55,45,35,26,26,31,34,13,20,16,11,13,7,2,0,0,0,Hayes
156,95,82,85,73,77,66,72,59,53,36,30,25,33,26,21,16,25,23,15,18,7,4,0,2,1,Hayes
97,66,65,42,45,54,46,47,38,37,16,19,23,16,12,11,13,13,17,11,3,4,1,2,1,1,Hayes
130,93,66,67,70,74,53,41,57,34,39,33,35,17,17,27,17,8,23,19,10,3,0,1,0,2,Hayes
145,101,100,79,71,61,83,66,60,45,41,33,27,23,24,17,17,21,21,22,13,8,2,6,1,2,Hayes
79,67,60,42,47,53,51,37,50,34,29,28,26,14,17,12,18,9,11,15,2,6,1,1,1,0,Hayes
61,54,55,35,44,42,27,37,28,36,17,16,17,13,12,8,10,10,5,12,7,6,1,1,0,1,Hayes
125,102,111,87,94,69,81,66,51,76,42,28,25,10,28,19,24,22,10,19,9,14,3,0,1,2,Hayes
65,48,35,38,32,25,34,27,22,25,17,12,12,10,13,10,8,6,3,8,9,2,0,0,0,0,Hayes
149,106,111,132,90,85,99,88,71,59,48,41,32,28,32,30,26,24,24,27,10,19,2,3,1,1,Hayes
103,76,78,95,70,66,63,62,53,46,41,24,20,24,22,25,21,17,15,23,9,12,0,1,1,2,Hayes
121,103,85,68,77,78,55,76,64,36,42,20,24,25,26,29,24,24,8,12,13,7,1,2,0,2,Hayes
206,167,102,121,122,114,110,116,113,54,61,45,42,36,36,24,23,22,38,16,21,10,1,4,3,1,Hayes
156,116,91,104,99,84,90,72,67,76,48,35,40,18,26,26,19,27,15,16,11,10,4,1,1,2,Hayes
141,98,85,78,71,79,71,69,67,45,51,24,44,20,32,23,24,14,7,21,7,14,3,2,0,2,Hayes
89,71,45,64,40,39,34,48,43,47,30,18,18,14,19,13,21,11,9,15,5,4,0,1,0,1,Hayes
128,95,92,99,85,84,84,80,67,50,38,33,26,34,23,19,10,23,20,22,17,20,0,2,1,1,Janson
126,105,74,88,81,74,74,65,43,57,26,21,32,27,13,21,21,18,15,29,17,12,0,1,0,6,Janson
143,101,74,93,67,79,58,95,55,32,42,28,25,26,25,14,26,13,29,21,10,13,0,1,4,2,Janson
112,83,91,72,65,80,64,78,44,42,26,30,20,19,19,14,16,29,17,15,13,9,0,1,8,1,Janson
150,119,99,114,105,93,89,124,67,60,56,40,30,37,41,32,18,27,27,14,19,19,1,4,1,1,Janson
135,107,92,84,89,86,68,58,64,36,38,40,26,26,27,24,3,28,19,11,6,18,3,0,1,0,Janson
148,89,96,83,57,84,81,72,66,54,43,29,26,37,18,27,31,23,23,20,10,9,0,1,0,2,Janson
130,106,95,100,97,92,91,76,89,56,44,32,33,32,24,20,24,13,26,22,19,9,0,4,1,0,Janson
101,88,49,81,42,59,29,39,49,24,21,24,17,17,24,13,9,16,7,14,8,12,7,2,1,0,Janson
91,90,53,79,41,59,43,51,43,22,33,36,26,17,20,17,11,24,11,11,5,12,0,2,1,0,Janson
180,150,130,114,98,103,110,104,80,61,45,24,40,48,51,32,26,28,23,26,13,15,8,2,1,1,Janson
200,150,138,106,95,107,115,90,97,55,44,31,35,39,36,23,26,16,33,30,17,15,2,3,0,0,Janson
76,67,63,64,67,59,55,46,26,50,36,27,21,21,14,13,12,14,16,12,10,4,1,0,4,2,Janson
115,105,78,86,75,78,68,70,56,32,43,34,28,29,28,14,15,14,22,27,10,9,3,0,1,1,Janson
112,87,86,64,74,61,58,64,55,43,39,32,26,18,16,25,22,8,20,18,14,11,0,3,1,1,Janson
73,53,39,46,32,36,35,44,30,24,18,20,11,11,9,8,7,12,8,4,11,4,1,1,2,0,Janson
141,96,92,110,81,65,77,90,65,47,44,39,25,31,32,29,18,22,11,24,12,25,2,1,2,0,Janson
156,102,94,84,67,80,82,55,64,53,47,17,21,27,29,17,7,17,19,18,16,10,1,1,0,0,Janson
70,47,54,55,35,47,37,45,21,30,23,10,12,11,18,12,9,15,9,8,10,6,0,1,4,2,Janson
135,87,91,75,64,74,76,77,48,42,38,35,23,33,23,19,13,14,17,16,13,16,1,5,1,1,Janson
84,81,75,60,60,52,52,58,50,41,29,25,19,19,11,20,7,19,12,9,10,4,0,3,0,1,Janson
115,93,81,103,39,66,58,88,63,47,32,32,29,13,27,10,15,17,25,8,8,16,0,1,0,2,Janson
117,100,95,89,85,85,71,66,50,46,47,41,28,24,23,25,21,17,23,15,16,17,0,3,2,2,Janson
110,86,93,76,74,60,82,65,45,43,37,23,28,26,25,35,18,21,25,18,9,22,0,11,1,0,Janson
74,64,49,74,52,43,57,39,44,34,25,21,22,14,29,26,12,13,7,15,2,8,1,4,0,2,Janson
89,89,74,81,64,44,65,64,48,33,32,23,23,32,15,18,23,11,17,25,5,8,2,1,1,1,Janson
157,118,115,112,110,115,71,89,70,71,51,65,31,33,43,27,17,19,21,23,22,16,2,1,0,2,Janson
106,67,55,56,62,65,51,55,43,44,33,22,16,12,15,16,18,14,18,15,11,2,2,2,1,0,Janson
163,110,121,91,103,100,93,78,49,56,47,51,38,32,35,24,25,26,18,21,18,12,1,5,1,0,Janson
114,95,78,74,83,68,58,58,63,54,37,24,22,21,29,32,19,16,23,17,11,9,1,0,0,0,Janson
84,75,49,61,40,48,35,40,38,28,24,26,17,19,20,8,14,14,9,10,4,7,1,1,2,0,Janson
63,55,57,48,31,37,34,39,23,24,25,11,11,15,11,4,9,8,11,9,4,5,1,1,2,0,Janson
168,133,125,137,115,108,107,85,70,68,58,50,53,37,34,37,24,26,21,28,18,13,2,2,1,3,Janson
205,139,128,121,126,146,92,98,68,81,56,47,49,33,49,33,23,29,24,34,22,11,3,5,1,1,Janson
157,93,83,104,83,90,68,76,75,61,39,18,28,31,35,29,23,23,21,18,15,17,3,2,2,1,Janson
153,124,101,121,113,119,114,79,76,53,71,31,47,25,28,45,28,26,31,29,14,10,0,10,1,2,Janson
62,64,59,43,33,39,27,33,39,29,15,15,17,7,8,14,13,21,10,3,6,1,0,1,0,1,Janson
163,140,136,112,150,127,106,91,82,72,45,58,42,38,33,46,15,41,46,19,15,16,3,3,2,4,Janson
100,79,72,86,55,49,61,63,42,36,38,31,22,24,24,22,24,7,19,15,8,16,2,3,2,1,Janson
106,86,76,65,58,75,53,60,45,30,34,31,7,19,22,21,14,9,12,15,13,6,1,0,2,0,Janson
189,163,108,126,90,116,120,93,108,57,50,39,40,39,30,26,28,16,28,25,14,16,2,8,1,0,Janson
164,131,135,122,89,124,110,105,77,51,71,33,35,22,31,39,22,30,26,27,19,14,1,2,0,0,Janson
182,151,117,132,124,101,119,121,103,67,45,32,42,52,28,42,31,26,33,30,17,15,5,4,6,0,Janson
170,116,94,93,96,103,79,80,63,47,41,28,42,40,29,25,18,37,25,18,11,22,3,3,0,3,Janson
154,139,112,77,94,107,101,70,68,51,42,35,31,28,23,27,14,25,24,18,14,15,1,5,2,1,Janson
108,83,71,77,85,77,65,57,52,46,34,21,20,19,20,22,24,22,21,14,11,21,3,6,2,0,Janson
180,138,134,96,93,124,86,91,93,61,45,58,41,28,23,22,42,25,31,52,14,15,2,4,0,1,Janson
164,118,117,102,105,106,82,89,59,63,44,46,46,37,26,36,19,28,19,12,13,10,1,9,6,1,Janson
121,132,81,88,75,67,79,45,59,43,35,26,47,28,18,26,22,32,15,20,8,9,4,3,1,1,Janson
125,107,126,86,68,83,70,91,77,52,54,34,37,42,28,24,43,21,22,26,6,12,1,3,1,2,Janson
83,55,48,69,46,43,40,34,36,22,21,14,16,18,9,11,7,15,11,10,12,6,2,3,0,0,Johnson
142,92,88,109,87,73,65,56,58,48,31,27,35,29,27,28,29,22,19,21,15,13,2,1,1,1,Johnson
168,102,112,85,115,69,84,69,48,56,54,42,36,43,33,18,25,19,31,22,21,10,2,10,1,1,Johnson
80,61,51,38,53,44,37,38,42,30,29,22,23,12,10,12,11,10,12,9,7,9,1,3,1,1,Johnson
138,84,85,65,85,54,66,58,54,42,33,30,29,25,20,23,20,21,17,11,13,13,5,4,0,1,Johnson
96,77,76,61,60,38,56,41,37,28,24,31,29,18,15,23,19,9,10,22,15,7,2,3,1,1,Johnson
138,115,85,104,118,93,59,63,59,38,45,27,39,35,19,26,20,29,25,25,13,21,0,0,1,0,Johnson
193,160,113,138,124,83,80,75,95,47,69,30,46,40,28,22,33,27,34,25,21,14,2,1,0,0,Johnson
48,37,30,34,30,15,21,20,18,9,19,14,10,12,10,7,9,5,7,5,4,5,1,0,0,0,Johnson
166,111,88,99,91,79,78,68,61,47,54,33,33,36,26,28,18,19,42,25,19,11,0,2,1,0,Johnson
178,121,107,124,127,91,79,73,82,64,49,36,57,29,35,27,55,32,21,31,14,21,4,3,1,1,Johnson
191,103,100,140,98,89,88,84,72,68,39,40,45,34,32,27,42,41,29,25,25,12,3,2,0,0,Johnson
166,116,111,95,118,88,88,67,68,63,59,44,38,45,30,24,19,23,25,17,27,9,1,12,1,2,Johnson
108,80,71,52,74,62,58,51,47,41,36,40,25,27,23,19,19,11,18,16,10,1,4,0,0,1,Johnson
69,60,39,68,50,49,35,39,36,32,12,13,23,19,13,13,18,10,20,10,5,11,1,0,1,0,Johnson
178,117,94,142,87,113,77,78,61,73,46,26,56,27,28,29,28,17,40,20,12,37,1,5,1,3,Johnson
